TRAMO_ID;INTERVALO_ID;N_ACCIDENTES;HUBO_ACCIDENTE;TIPO_VIA_DETALLE
IMD_44937;A Coruña|N-550|72|75;2;1;Convencional
IMD_44938;A Coruña|N-550|75|77.4;1;1;Convencional
IMD_44939;A Coruña|N-550|77.4|79.2;1;1;Convencional
IMD_44940;A Coruña|N-550|79.2|80.7;1;1;Convencional
IMD_44941;A Coruña|N-550|80.7|83.6;2;1;Convencional
IMD_44942;A Coruña|N-550|83.601|84.268;1;1;Convencional
IMD_44943;Pontevedra|N-550|84.268|84.7;;;Convencional
IMD_44944;Pontevedra|N-550|84.7|85;;;Convencional
IMD_44945;Pontevedra|N-550|85|86.8;;;Convencional
IMD_44946;Pontevedra|N-550|86.8|88.2;;;Convencional
IMD_44947;Pontevedra|N-550|88.2|90.8;;;Convencional
IMD_44948;Pontevedra|N-550|90.8|91;;;Convencional
IMD_44949;Pontevedra|N-550|91|93.5;;;Convencional
IMD_44950;Pontevedra|N-550|93.5|95.4;;;Convencional
IMD_44951;Pontevedra|N-550|95.4|96.3;;;Convencional
IMD_44952;Pontevedra|N-550|96.3|97.9;;;Convencional
IMD_44953;Pontevedra|N-550|97.9|100.3;;;Convencional
IMD_44954;Pontevedra|N-550|100.3|102.7;;;Convencional
IMD_44955;Pontevedra|N-550|102.7|105.5;;;Convencional
IMD_44956;Pontevedra|N-550|105.5|106.2;;;Convencional
IMD_44957;Pontevedra|N-550|106.2|108;;;Convencional
IMD_44958;Pontevedra|N-550|108|109.5;;;Convencional
IMD_44959;Pontevedra|N-550|109.5|115.2;;;Convencional
IMD_44960;Pontevedra|N-550|115.2|117.392;;;Convencional
IMD_44961;Pontevedra|N-550|117.392|118.42;;;Convencional
IMD_44962;Pontevedra|N-550|124.202|127.5;;;Convencional
IMD_44963;Pontevedra|N-550|127.5|128.3;;;Multicarril
IMD_44964;Pontevedra|N-550|128.3|128.8;;;Convencional
IMD_44965;Pontevedra|N-550|128.8|129.7;;;Convencional
IMD_44966;Pontevedra|N-550|129.7|130.3;;;Convencional
IMD_44967;Pontevedra|N-550|130.3|132.2;;;Convencional
IMD_44968;Pontevedra|N-550|132.2|134.7;;;Convencional
IMD_44969;Pontevedra|N-550|134.7|138.9;;;Convencional
IMD_44970;Pontevedra|N-550|138.9|139.8;;;Convencional
IMD_44971;Pontevedra|N-550|139.8|141.5;;;Convencional
IMD_44972;Pontevedra|N-550|141.5|142.2;;;Convencional
IMD_44973;Pontevedra|N-550|142.2|142.7;;;Convencional
IMD_44974;Pontevedra|N-550|142.7|147;;;Convencional
IMD_44975;Pontevedra|N-550|147|147.4;;;Convencional
IMD_44976;Pontevedra|N-550|147.4|151.8;;;Convencional
IMD_44977;Pontevedra|N-550|151.8|155.9;;;Convencional
IMD_44978;A Coruña|N-550A|80.65|82.6;1;1;Convencional
IMD_44979;A Coruña|N-550A|82.6|83.66;1;1;Convencional
IMD_44980;Pontevedra|N-550A|96.35|98.2;0;0;Convencional
IMD_44981;Pontevedra|N-550A|98.2|98.4;0;0;Convencional
IMD_44982;Pontevedra|N-550A|98.4|98.7;0;0;Convencional
IMD_44983;Pontevedra|N-550A|98.7|99;0;0;Convencional
IMD_44984;Pontevedra|N-550A|99|100.836;1;1;Convencional
IMD_44985;A Coruña|N-550R|0|1.24;0;0;Convencional
IMD_44986;Pontevedra|N-551|0|1.68;0;0;Convencional
IMD_44987;Pontevedra|N-551|1.68|1.82;0;0;Convencional
IMD_44988;Pontevedra|N-551|1.82|2;0;0;Convencional
IMD_44989;Pontevedra|N-552|0|4.6;7;1;Convencional
IMD_44990;Pontevedra|N-552|4.6|5.5;1;1;Convencional
IMD_44991;Pontevedra|N-552|5.5|7.1;3;1;Convencional
IMD_44992;Pontevedra|N-552|7.1|9.791;0;0;Convencional
IMD_44993;Pontevedra|N-554|0|0.8;1;1;Convencional
IMD_44994;Pontevedra|N-554|0.8|2.3;1;1;Convencional
IMD_44995;Pontevedra|N-554|2.3|2.4;0;0;Convencional
IMD_44996;Pontevedra|N-554|2.4|10.146;3;1;Convencional
IMD_44997;Pontevedra|N-555|0|6.97;5;1;Convencional
IMD_44998;Pontevedra|N-556|6.97|8;2;1;Convencional
IMD_44999;Pontevedra|N-559|0|1.3;0;0;Convencional
IMD_45000;Pontevedra|N-559|1.3|5.14;1;1;Convencional
IMD_45001;Toledo|N-5A|81.5|83.2;1;1;Convencional
IMD_45002;Toledo|N-5A|110|111.77;2;1;Convencional
IMD_45003;Cáceres|N-5A|259.134|260.95;0;0;Convencional
IMD_45004;Madrid|N-6|42.13|43.8;0;0;Convencional
IMD_45005;Madrid|N-6|43.8|45.7;2;1;Convencional
IMD_45006;Madrid|N-6|45.7|47.33;4;1;Convencional
IMD_45007;Madrid|N-6|49.08|52.15;0;0;Convencional
IMD_45008;Madrid|N-6|52.15|56.98;4;1;Convencional
IMD_45009;Segovia|N-6|56.98|62.4;5;1;Convencional
IMD_45010;Segovia|N-6|62.4|64.7;1;1;Convencional
IMD_45011;Segovia|N-6|64.7|66.7;0;0;Convencional
IMD_45012;Segovia|N-6|66.7|75.7;3;1;Convencional
IMD_45013;Segovia|N-6|75.7|84;2;1;Convencional
IMD_45014;Segovia|N-6|84|89.82;4;1;Convencional
IMD_45015;Ávila|N-6|89.82|91;0;0;Convencional
IMD_45016;Ávila|N-6|91|93.89;0;0;Convencional
IMD_45017;Segovia|N-6|93.89|95.3;0;0;Convencional
IMD_45018;Segovia|N-6|95.3|98;0;0;Convencional
IMD_45019;Ávila|N-6|98|103.2;2;1;Convencional
IMD_45020;Ávila|N-6|103.2|103.7;0;0;Convencional
IMD_45021;Ávila|N-6|103.7|108.3;0;0;Convencional
IMD_45022;Ávila|N-6|108.3|110.536;0;0;Convencional
IMD_45023;Valladolid|N-6|196.4|197.5;0;0;Convencional
IMD_45024;Valladolid|N-6|201.58|202;0;0;Convencional
IMD_45025;Valladolid|N-6|202|203.3;0;0;Convencional
IMD_45026;Valladolid|N-6|203.3|203.5;0;0;Convencional
IMD_45027;Valladolid|N-6|203.5|204.26;0;0;Convencional
IMD_45028;Valladolid|N-6|215.346|215.7;0;0;Convencional
IMD_45029;Valladolid|N-6|215.7|217.5;0;0;Convencional
IMD_45030;Zamora|N-6|259.155|260.15;0;0;Multicarril
IMD_45031;Zamora|N-6|260.15|260.919;0;0;Convencional
IMD_45032;Zamora|N-6|265.219|268.5;1;1;Convencional
IMD_45033;Zamora|N-6|268.5|270.7;0;0;Convencional
IMD_45034;Zamora|N-6|270.7|272.2;0;0;Convencional
IMD_45035;Zamora|N-6|272.2|274.7;0;0;Convencional
IMD_45036;Zamora|N-6|274.7|276.282;1;1;Convencional
IMD_45037;León|N-6|276.282|277.5;0;0;Convencional
IMD_45038;León|N-6|277.5|278.8;0;0;Convencional
IMD_45039;León|N-6|278.8|279.6;0;0;Convencional
IMD_45040;León|N-6|279.6|281.7;0;0;Convencional
IMD_45041;León|N-6|281.7|283.6;0;0;Convencional
IMD_45042;León|N-6|283.6|290;0;0;Convencional
IMD_45043;León|N-6|290|291.6;0;0;Convencional
IMD_45044;León|N-6|291.6|291.7;0;0;Convencional
IMD_45045;León|N-6|291.7|294;1;1;Convencional
IMD_45046;León|N-6|294|295.2;0;0;Convencional
IMD_45047;León|N-6|295.2|298.4;1;1;Convencional
IMD_45048;León|N-6|298.4|299;1;1;Convencional
IMD_45049;León|N-6|305|308.8;0;0;Convencional
IMD_45050;León|N-6|308.8|312.4;0;0;Convencional
IMD_45051;León|N-6|312.4|314.3;0;0;Convencional
IMD_45052;León|N-6|314.3|316.3;0;0;Convencional
IMD_45053;León|N-6|316.3|317;0;0;Convencional
IMD_45054;León|N-6|317|317.3;0;0;Convencional
IMD_45055;León|N-6|317.3|320;0;0;Convencional
IMD_45056;León|N-6|320|321.1;0;0;Convencional
IMD_45057;León|N-6|321.1|321.9;0;0;Convencional
IMD_45058;León|N-6|326.1|327.2;0;0;Convencional
IMD_45059;León|N-6|327.2|330.9;0;0;Convencional
IMD_45060;León|N-6|330.9|331.8;0;0;Convencional
IMD_45061;León|N-6|331.8|335.7;1;1;Convencional
IMD_45062;León|N-6|335.7|336.6;0;0;Convencional
IMD_45063;León|N-6|336.6|338.4;0;0;Convencional
IMD_45064;León|N-6|338.4|344.9;0;0;Convencional
IMD_45065;León|N-6|344.9|345.6;0;0;Convencional
IMD_45066;León|N-6|345.6|346.5;0;0;Convencional
IMD_45067;León|N-6|346.5|347.9;0;0;Convencional
IMD_45068;León|N-6|347.9|348.1;0;0;Convencional
IMD_45069;León|N-6|348.1|348.5;0;0;Convencional
IMD_45070;León|N-6|348.5|349.4;0;0;Convencional
IMD_45071;León|N-6|349.4|351;0;0;Convencional
IMD_45072;León|N-6|351|352;0;0;Convencional
IMD_45073;León|N-6|352|356;0;0;Convencional
IMD_45074;León|N-6|356|363.9;1;1;Convencional
IMD_45075;León|N-6|363.9|365.4;1;1;Convencional
IMD_45076;León|N-6|365.4|368.1;0;0;Convencional
IMD_45077;León|N-6|368.1|368.4;0;0;Convencional
IMD_45078;León|N-6|368.4|369.2;0;0;Convencional
IMD_45079;León|N-6|374.8|375.2;0;0;Convencional
IMD_45080;León|N-6|375.2|375.4;0;0;Convencional
IMD_45081;León|N-6|375.4|377.3;0;0;Convencional
IMD_45082;León|N-6|377.3|381.1;1;1;Convencional
IMD_45083;León|N-6|381.1|386.6;2;1;Convencional
IMD_45084;León|N-6|386.6|389;1;1;Convencional
IMD_45085;León|N-6|389|390.4;1;1;Convencional
IMD_45086;León|N-6|390.4|397.1;1;1;Convencional
IMD_45087;León|N-6|397.1|399.7;1;1;Convencional
IMD_45088;León|N-6|399.7|400.8;1;1;Convencional
IMD_45089;León|N-6|400.8|401.4;0;0;Convencional
IMD_45090;León|N-6|401.4|402.4;0;0;Convencional
IMD_45091;León|N-6|402.4|405;0;0;Convencional
IMD_45092;León|N-6|405|405.4;0;0;Convencional
IMD_45093;León|N-6|405.4|405.6;0;0;Convencional
IMD_45094;León|N-6|405.6|406.6;0;0;Convencional
IMD_45095;León|N-6|406.6|413.4;1;1;Convencional
IMD_45096;León|N-6|413.4|414.3;0;0;Convencional
IMD_45097;León|N-6|414.3|417;0;0;Convencional
IMD_45098;León|N-6|417|418.5;0;0;Convencional
IMD_45099;León|N-6|418.5|418.8;0;0;Convencional
IMD_45100;León|N-6|418.8|418.9;0;0;Convencional
IMD_45101;León|N-6|418.9|419.3;0;0;Convencional
IMD_45102;León|N-6|419.3|422.8;0;0;Convencional
IMD_45103;León|N-6|422.8|423.4;0;0;Convencional
IMD_45104;León|N-6|429.1|430.4;0;0;Convencional
IMD_45105;León|N-6|430.4|432.09;0;0;Convencional
IMD_45106;Lugo|N-6|432.09|432.5;0;0;Convencional
IMD_45107;Lugo|N-6|432.5|432.8;0;0;Convencional
IMD_45108;Lugo|N-6|432.8|433.3;0;0;Convencional
IMD_45109;Lugo|N-6|433.3|435.2;0;0;Convencional
IMD_45110;Lugo|N-6|435.2|441.1;0;0;Convencional
IMD_45111;Lugo|N-6|441.1|441.4;0;0;Convencional
IMD_45112;Lugo|N-6|441.4|449.8;0;0;Convencional
IMD_45113;Lugo|N-6|449.8|454.2;0;0;Convencional
IMD_45114;Lugo|N-6|454.2|457;0;0;Convencional
IMD_45115;Lugo|N-6|457|458.7;0;0;Convencional
IMD_45116;Lugo|N-6|458.7|459.3;0;0;Convencional
IMD_45117;Lugo|N-6|459.3|461.3;0;0;Convencional
IMD_45118;Lugo|N-6|461.3|461.7;0;0;Convencional
IMD_45119;Lugo|N-6|461.7|462;0;0;Convencional
IMD_45120;Lugo|N-6|462|470.4;1;1;Convencional
IMD_45121;Lugo|N-6|470.4|470.7;1;1;Convencional
IMD_45122;Lugo|N-6|470.7|474.4;1;1;Convencional
IMD_45123;Lugo|N-6|474.4|479;0;0;Convencional
IMD_45124;Lugo|N-6|479|481.7;0;0;Convencional
IMD_45125;Lugo|N-6|481.7|484.6;1;1;Convencional
IMD_45126;Lugo|N-6|484.6|485.6;0;0;Convencional
IMD_45127;Lugo|N-6|485.6|488.9;1;1;Convencional
IMD_45128;Lugo|N-6|488.9|490.6;1;1;Convencional
IMD_45129;Lugo|N-6|490.6|493.7;0;0;Convencional
IMD_45130;Lugo|N-6|493.7|494.1;0;0;Convencional
IMD_45131;Lugo|N-6|494.1|494.4;0;0;Convencional
IMD_45132;Lugo|N-6|494.4|495.18;0;0;Convencional
IMD_45133;Lugo|N-6|498.17|500;0;0;Convencional
IMD_45134;Lugo|N-6|501.95|502.2;0;0;Convencional
IMD_45135;Lugo|N-6|502.2|504.4;0;0;Convencional
IMD_45136;Lugo|N-6|504.4|507.2;1;1;Multicarril
IMD_45137;Lugo|N-6|507.2|513.7;2;1;Convencional
IMD_45138;Lugo|N-6|513.7|514.5;0;0;Multicarril
IMD_45139;Lugo|N-6|514.5|515.4;0;0;Convencional
IMD_45140;Lugo|N-6|515.4|516.3;1;1;Convencional
IMD_45141;Lugo|N-6|516.3|516.5;0;0;Convencional
IMD_45142;Lugo|N-6|516.5|519.7;0;0;Convencional
IMD_45143;Lugo|N-6|519.7|523.4;0;0;Convencional
IMD_45144;Lugo|N-6|523.4|523.9;2;1;Convencional
IMD_45145;Lugo|N-6|523.9|528.8;0;0;Convencional
IMD_45146;Lugo|N-6|528.8|535.2;0;0;Convencional
IMD_45147;Lugo|N-6|535.2|536.9;1;1;Convencional
IMD_45148;Lugo|N-6|536.9|540.8;0;0;Convencional
IMD_45149;Lugo|N-6|540.8|546.45;1;1;Convencional
IMD_45150;A Coruña|N-6|546.45|552.2;1;1;Convencional
IMD_45151;A Coruña|N-6|552.2|555.5;1;1;Convencional
IMD_45152;A Coruña|N-6|555.5|562.9;2;1;Convencional
IMD_45153;A Coruña|N-6|562.9|564.2;0;0;Convencional
IMD_45154;A Coruña|N-6|564.2|566.7;1;1;Convencional
IMD_45155;A Coruña|N-6|566.7|568.3;1;1;Convencional
IMD_45156;A Coruña|N-6|568.3|568.9;0;0;Convencional
IMD_45157;A Coruña|N-6|568.9|570.3;1;1;Convencional
IMD_45158;A Coruña|N-6|570.3|573.7;0;0;Convencional
IMD_45159;A Coruña|N-6|573.7|574.9;2;1;Convencional
IMD_45160;A Coruña|N-6|574.9|575.3;0;0;Convencional
IMD_45161;A Coruña|N-6|575.3|576.2;0;0;Convencional
IMD_45162;A Coruña|N-6|576.2|576.6;0;0;Multicarril
IMD_45163;A Coruña|N-6|576.6|576.8;0;0;Multicarril
IMD_45164;A Coruña|N-6|576.8|578.2;0;0;Convencional
IMD_45165;A Coruña|N-6|578.2|579;0;0;Convencional
IMD_45166;A Coruña|N-6|579|579.4;1;1;Convencional
IMD_45167;A Coruña|N-6|579.4|579.6;0;0;Convencional
IMD_45168;A Coruña|N-6|579.6|580;1;1;Convencional
IMD_45169;A Coruña|N-6|580|581.6;0;0;Convencional
IMD_45170;A Coruña|N-6|581.6|583.3;2;1;Convencional
IMD_45171;A Coruña|N-6|583.3|584;1;1;Convencional
IMD_45172;A Coruña|N-6|584|585.7;4;1;Convencional
IMD_45173;A Coruña|N-6|585.7|586.22;2;1;Convencional
IMD_45174;Ávila|N-601|108.5|111.55;0;0;Convencional
IMD_45175;Segovia|N-601|111.55|112.7;0;0;Convencional
IMD_45176;Segovia|N-601|112.7|113.787;1;1;Convencional
IMD_45177;Segovia|N-601|113.787|114.9;0;0;Convencional
IMD_45178;Segovia|N-601|114.9|121.4;0;0;Convencional
IMD_45179;Segovia|N-601|121.4|128.3;0;0;Convencional
IMD_45180;Segovia|N-601|128.3|132.7;0;0;Convencional
IMD_45181;Segovia|N-601|132.7|135.4;0;0;Convencional
IMD_45182;Segovia|N-601|135.4|135.61;0;0;Convencional
IMD_45183;Valladolid|N-601|135.61|137.2;0;0;Convencional
IMD_45184;Valladolid|N-601|137.2|140.2;0;0;Convencional
IMD_45185;Valladolid|N-601|140.2|141.7;0;0;Convencional
IMD_45186;Valladolid|N-601|141.7|142;0;0;Convencional
IMD_45187;Valladolid|N-601|142|148.2;1;1;Convencional
IMD_45188;Valladolid|N-601|148.2|148.3;0;0;Convencional
IMD_45189;Valladolid|N-601|148.3|155.2;0;0;Convencional
IMD_45190;Valladolid|N-601|155.2|157.4;1;1;Convencional
IMD_45191;Valladolid|N-601|157.4|165;3;1;Convencional
IMD_45192;Valladolid|N-601|165|165.3;0;0;Convencional
IMD_45193;Valladolid|N-601|165.3|166.4;0;0;Convencional
IMD_45194;Valladolid|N-601|166.4|170.1;0;0;Convencional
IMD_45195;Valladolid|N-601|170.1|174.1;2;1;Convencional
IMD_45196;Valladolid|N-601|174.1|175.6;0;0;Convencional
IMD_45197;Valladolid|N-601|175.6|177;0;0;Autovía
IMD_45198;Valladolid|N-601|177|180.38;2;1;Autovía
IMD_45199;Valladolid|N-601|180.38|184.7;3;1;Autovía
IMD_45200;Valladolid|N-601|184.7|186.14;1;1;Multicarril
IMD_45201;Valladolid|N-601|193.87|195.7;1;1;Multicarril
IMD_45202;Valladolid|N-601|195.7|199.7;1;1;Convencional
IMD_45203;Valladolid|N-601|199.7|201.7;1;1;Convencional
IMD_45204;Valladolid|N-601|202.2|204.7;1;1;Convencional
IMD_45205;Valladolid|N-601|204.7|212.4;0;0;Convencional
IMD_45206;Valladolid|N-601|212.4|218.3;0;0;Convencional
IMD_45207;Valladolid|N-601|218.3|230.2;2;1;Convencional
IMD_45208;Valladolid|N-601|230.2|231.6;0;0;Convencional
IMD_45209;Valladolid|N-601|231.6|232.1;0;0;Convencional
IMD_45210;Valladolid|N-601|232.1|232.8;0;0;Convencional
IMD_45211;Valladolid|N-601|232.8|233;0;0;Convencional
IMD_45212;Valladolid|N-601|233|233.2;0;0;Convencional
IMD_45213;Valladolid|N-601|233.2|233.7;0;0;Convencional
IMD_45214;Valladolid|N-601|233.7|236.2;0;0;Convencional
IMD_45215;Valladolid|N-601|236.2|240.8;0;0;Convencional
IMD_45216;Valladolid|N-601|240.8|245;1;1;Convencional
IMD_45217;Valladolid|N-601|245|251.7;0;0;Convencional
IMD_45218;Valladolid|N-601|251.7|251.8;0;0;Convencional
IMD_45219;Valladolid|N-601|251.8|256.3;0;0;Convencional
IMD_45220;Valladolid|N-601|256.3|259.3;0;0;Convencional
IMD_45221;Valladolid|N-601|259.3|260.2;0;0;Convencional
IMD_45222;Valladolid|N-601|260.2|261.2;1;1;Convencional
IMD_45223;Valladolid|N-601|261.2|269.2;1;1;Convencional
IMD_45224;Valladolid|N-601|269.2|270.6;0;0;Convencional
IMD_45225;Valladolid|N-601|270.6|274.98;0;0;Convencional
IMD_45226;León|N-601|274.98|276.1;0;0;Convencional
IMD_45227;León|N-601|276.1|279.1;0;0;Convencional
IMD_45228;León|N-601|279.1|279.3;0;0;Convencional
IMD_45229;León|N-601|279.3|285.697;0;0;Convencional
IMD_45230;León|N-601|285.697|288.2;0;0;Convencional
IMD_45231;León|N-601|288.2|292;1;1;Convencional
IMD_45232;León|N-601|292|292.2;0;0;Convencional
IMD_45233;León|N-601|292.2|297.5;1;1;Convencional
IMD_45234;León|N-601|297.5|298.4;0;0;Convencional
IMD_45235;León|N-601|298.4|300.6;0;0;Convencional
IMD_45236;León|N-601|300.6|302.1;0;0;Convencional
IMD_45237;León|N-601|302.1|304.1;0;0;Convencional
IMD_45238;León|N-601|304.1|305;0;0;Convencional
IMD_45239;León|N-601|305|308.4;1;1;Convencional
IMD_45240;León|N-601|308.4|309;0;0;Convencional
IMD_45241;León|N-601|309|310.5;0;0;Convencional
IMD_45242;León|N-601|310.5|310.8;0;0;Convencional
IMD_45243;León|N-601|310.8|314.9;1;1;Convencional
IMD_45244;León|N-601|314.9|315.5;0;0;Convencional
IMD_45245;León|N-601|315.5|315.8;0;0;Convencional
IMD_45246;León|N-601|315.8|317;1;1;Convencional
IMD_45247;León|N-601|317|318.3;0;0;Convencional
IMD_45248;León|N-601|318.3|318.6;0;0;Convencional
IMD_45249;León|N-601|318.6|320.9;0;0;Convencional
IMD_45250;León|N-601|320.9|322.1;0;0;Convencional
IMD_45251;León|N-601|322.1|323;0;0;Multicarril
IMD_45252;León|N-601|323|325.3;0;0;Multicarril
IMD_45253;Segovia|N-603|62.42|64.1;1;1;Convencional
IMD_45254;Segovia|N-603|64.1|68.2;3;1;Convencional
IMD_45255;Segovia|N-603|68.2|72.6;2;1;Convencional
IMD_45256;Segovia|N-603|72.6|74.8;0;0;Convencional
IMD_45257;Segovia|N-603|74.8|78;0;0;Convencional
IMD_45258;Segovia|N-603|78|78.7;0;0;Convencional
IMD_45259;Segovia|N-603|78.7|81;0;0;Convencional
IMD_45260;Segovia|N-603|81|88.7;3;1;Convencional
IMD_45261;Segovia|N-603|88.7|91.5;1;1;Convencional
IMD_45262;Palencia|N-610|7.17|12.1;0;0;Convencional
IMD_45263;Palencia|N-610|12.1|16.5;0;0;Convencional
IMD_45264;Palencia|N-610|16.5|22;0;0;Convencional
IMD_45265;Palencia|N-610|22|25.5;0;0;Convencional
IMD_45266;Palencia|N-610|25.5|26.5;0;0;Convencional
IMD_45267;Palencia|N-610|26.5|32.2;0;0;Convencional
IMD_45268;Palencia|N-610|32.2|36.05;0;0;Convencional
IMD_45269;Valladolid|N-610|36.05|38.5;0;0;Convencional
IMD_45270;Valladolid|N-610|38.5|44.8;2;1;Convencional
IMD_45271;Valladolid|N-610|44.8|45.3;0;0;Convencional
IMD_45272;Valladolid|N-610|45.3|53.1;1;1;Convencional
IMD_45273;Valladolid|N-610|53.1|59.75;0;0;Convencional
IMD_45274;Valladolid|N-610|60.98|61.3;0;0;Convencional
IMD_45275;Valladolid|N-610|61.3|71.3;0;0;Convencional
IMD_45276;Valladolid|N-610|71.3|74.67;0;0;Convencional
IMD_45277;Zamora|N-610|74.67|77.1;1;1;Convencional
IMD_45278;Zamora|N-610|77.1|81.5;1;1;Convencional
IMD_45279;Zamora|N-610|81.5|83.46;0;0;Convencional
IMD_45280;Valladolid|N-610|83.46|85;0;0;Convencional
IMD_45281;Valladolid|N-610|85|87.79;0;0;Convencional
IMD_45282;Zamora|N-610|87.79|93.2;0;0;Convencional
IMD_45283;Zamora|N-610|93.2|99.09;0;0;Convencional
IMD_45284;Palencia|N-610A|1.2|6.25;1;1;Convencional
IMD_45285;Palencia|N-611|13.66|20.5;1;1;Convencional
IMD_45286;Palencia|N-611|20.5|21.3;0;0;Convencional
IMD_45287;Palencia|N-611|21.3|22.6;0;0;Convencional
IMD_45288;Palencia|N-611|22.6|24.2;0;0;Convencional
IMD_45289;Palencia|N-611|24.2|28.9;1;1;Convencional
IMD_45290;Palencia|N-611|28.9|31.3;1;1;Convencional
IMD_45291;Palencia|N-611|31.3|34.5;0;0;Convencional
IMD_45292;Palencia|N-611|34.5|39.3;0;0;Convencional
IMD_45293;Palencia|N-611|39.3|40;0;0;Convencional
IMD_45294;Palencia|N-611|40|42.2;0;0;Convencional
IMD_45295;Palencia|N-611|42.2|51.9;2;1;Convencional
IMD_45296;Palencia|N-611|51.9|56.5;0;0;Convencional
IMD_45297;Palencia|N-611|56.5|57.3;0;0;Convencional
IMD_45298;Palencia|N-611|57.3|57.7;0;0;Convencional
IMD_45299;Palencia|N-611|57.7|59.7;0;0;Convencional
IMD_45300;Palencia|N-611|59.7|59.9;0;0;Convencional
IMD_45301;Palencia|N-611|59.9|68.9;1;1;Convencional
IMD_45302;Palencia|N-611|68.9|69.2;0;0;Convencional
IMD_45303;Palencia|N-611|69.2|74.1;0;0;Convencional
IMD_45304;Palencia|N-611|74.1|81.7;0;0;Convencional
IMD_45305;Palencia|N-611|81.7|89.4;0;0;Convencional
IMD_45306;Palencia|N-611|89.4|89.7;0;0;Convencional
IMD_45307;Palencia|N-611|89.7|97.3;0;0;Convencional
IMD_45308;Palencia|N-611|97.3|101.4;0;0;Convencional
IMD_45309;Palencia|N-611|101.4|102.4;0;0;Convencional
IMD_45310;Palencia|N-611|102.4|104.4;0;0;Convencional
IMD_45311;Palencia|N-611|104.4|107.5;0;0;Convencional
IMD_45312;Palencia|N-611|107.5|108;1;1;Convencional
IMD_45313;Palencia|N-611|108|111.1;2;1;Convencional
IMD_45314;Palencia|N-611|111.1|112;0;0;Convencional
IMD_45315;Palencia|N-611|112|115.5;0;0;Convencional
IMD_45316;Palencia|N-611|115.5|120.3;0;0;Convencional
IMD_45317;Palencia|N-611|120.3|120.96;0;0;Convencional
IMD_45318;Cantabria|N-611|120.96|121.2;0;0;Convencional
IMD_45319;Cantabria|N-611|121.2|126.5;0;0;Convencional
IMD_45320;Cantabria|N-611|126.5|127.3;0;0;Convencional
IMD_45321;Cantabria|N-611|127.3|130.6;0;0;Convencional
IMD_45322;Cantabria|N-611|130.6|135.4;1;1;Convencional
IMD_45323;Cantabria|N-611|135.665|137.1;0;0;Convencional
IMD_45324;Cantabria|N-611|139.62|140.2;0;0;Convencional
IMD_45325;Cantabria|N-611|140.2|146.2;1;1;Convencional
IMD_45326;Cantabria|N-611|146.2|149;0;0;Convencional
IMD_45327;Cantabria|N-611|149|149.4;1;1;Convencional
IMD_45328;Cantabria|N-611|149.4|150;0;0;Convencional
IMD_45329;Cantabria|N-611|150|156.2;0;0;Convencional
IMD_45330;Cantabria|N-611|156.2|160;0;0;Convencional
IMD_45331;Cantabria|N-611|160|161.6;0;0;Convencional
IMD_45332;Cantabria|N-611|161.6|162.6;0;0;Convencional
IMD_45333;Cantabria|N-611|162.6|163.8;0;0;Convencional
IMD_45334;Cantabria|N-611|163.8|168.8;1;1;Convencional
IMD_45335;Cantabria|N-611|168.8|172.2;1;1;Convencional
IMD_45336;Cantabria|N-611|176.2|179;0;0;Convencional
IMD_45337;Cantabria|N-611|179|180.1;2;1;Convencional
IMD_45338;Cantabria|N-611|187.1|187.9;0;0;Convencional
IMD_45339;Cantabria|N-611|187.9|189.7;0;0;Convencional
IMD_45340;Cantabria|N-611|189.7|196.3;2;1;Convencional
IMD_45341;Cantabria|N-611|196.3|196.7;1;1;Convencional
IMD_45342;Cantabria|N-611|196.7|197.6;3;1;Convencional
IMD_45343;Cantabria|N-611|197.6|198.3;2;1;Convencional
IMD_45344;Cantabria|N-611|198.3|200.7;2;1;Convencional
IMD_45345;Cantabria|N-611|200.7|201.7;0;0;Convencional
IMD_45346;Cantabria|N-611|201.7|201.9;0;0;Convencional
IMD_45347;Cantabria|N-611|201.9|202.8;0;0;Convencional
IMD_45348;Cantabria|N-611|202.8|203;0;0;Convencional
IMD_45349;Cantabria|N-611|203|204.1;0;0;Convencional
IMD_45350;Cantabria|N-611|204.1|205.4;0;0;Convencional
IMD_45351;Cantabria|N-611|205.4|207;0;0;Convencional
IMD_45352;Cantabria|N-611|207|208.2;0;0;Convencional
IMD_45353;Cantabria|N-611|208.2|208.632;0;0;Convencional
IMD_45354;Palencia|N-611A|111.97|113.6;0;0;Convencional
IMD_45355;Palencia|N-611A|113.6|116.3;0;0;Convencional
IMD_45356;Cantabria|N-611A|129.025|129.425;0;0;Convencional
IMD_45357;Cantabria|N-611A|131.65|131.95;0;0;Convencional
IMD_45358;Palencia|N-620|42.13|43.5;0;0;Convencional
IMD_45359;Palencia|N-620|43.5|44.86;0;0;Convencional
IMD_45360;Palencia|N-620|75.7|78.1;0;0;Convencional
IMD_45361;Palencia|N-620|78.1|80.9;1;1;Convencional
IMD_45362;Palencia|N-620|80.9|85.053;0;0;Convencional
IMD_45363;Palencia|N-620|85.053|87.347;0;0;Convencional
IMD_45364;Valladolid|N-620|156.65|158.4;0;0;Convencional
IMD_45365;Valladolid|N-620|158.4|163.3;0;0;Convencional
IMD_45366;Valladolid|N-620|163.3|167.6;0;0;Convencional
IMD_45367;Valladolid|N-620|167.6|177.5;0;0;Convencional
